ID транзакции;Дата и время;TID;ID терминала;Сумма, ₽;Статус
2898069526;2026-08-08 15:30:56.407;E0274561;225784;400,00;Успешная транзакция снятия денег
2898069708;2026-08-08 15:30:59.618;E0274567;225703;400,00;Успешная транзакция снятия денег
2898073924;2026-08-08 15:32:08.880;;225764;400,00;Успешная транзакция снятия денег
2898074570;2026-08-08 15:32:19.796;E0274581;265763;400,00;Успешная транзакция снятия денег
2898074577;2026-08-08 15:32:20.024;E0274569;225733;400,00;Успешная транзакция снятия денег
2898089997;2026-08-08 15:36:30.845;;225764;400,00;Успешная транзакция снятия денег
2898111256;2026-08-08 15:42:20.253;E0274577;245015;400,00;Успешная транзакция снятия денег
2898112555;2026-08-08 15:42:41.820;;225764;400,00;Успешная транзакция снятия денег
2898124558;2026-08-08 15:46:01.904;E0274561;225784;400,00;Успешная транзакция снятия денег, по которой впоследствии произошел возврат
2898126685;2026-08-08 15:46:37.104;E0274570;225764;400,00;Успешная транзакция снятия денег
2898132061;2026-08-08 15:48:07.005;E0274571;225745;400,00;Успешная транзакция снятия денег
2898134908;2026-08-08 15:48:55.851;;225764;400,00;Успешная транзакция снятия денег
2898142135;2026-08-08 15:50:56.100;E0274577;245015;400,00;Неуспешная транзакция снятия денег
2898146892;2026-08-08 15:52:14.636;E0274577;245015;400,00;Успешная транзакция снятия денег
2898154306;2026-08-08 15:54:16.807;;225764;400,00;Успешная транзакция снятия денег
2898160912;2026-08-08 15:56:05.211;E0274561;225784;-400,00;Успешный возврат денег
2898179289;2026-08-08 16:01:08.623;E0274581;265763;400,00;Успешная транзакция снятия денег
2898180288;2026-08-08 16:01:25.759;E0274578;265732;400,00;Успешная транзакция снятия денег
2898195719;2026-08-08 16:05:40.533;E0274571;225745;400,00;Успешная транзакция снятия денег
2898251001;2026-08-08 16:20:52.813;E0274577;245015;400,00;Успешная транзакция снятия денег
2898256611;2026-08-08 16:22:23.896;E0274571;225745;400,00;Успешная транзакция снятия денег
2898284170;2026-08-08 16:30:09.610;E0274571;225745;400,00;Успешная транзакция снятия денег
2898286127;2026-08-08 16:30:42.174;E0274572;245005;400,00;Успешная транзакция снятия денег
2898299662;2026-08-08 16:34:23.615;E0274567;225703;400,00;Успешная транзакция снятия денег
2898323140;2026-08-08 16:40:53.867;E0274567;225703;400,00;Успешная транзакция снятия денег
2898362016;2026-08-08 16:51:43.282;E0274572;245005;400,00;Успешная транзакция снятия денег
2898372246;2026-08-08 16:54:34.444;E0274569;225733;400,00;Успешная транзакция снятия денег
2898379896;2026-08-08 16:56:39.072;E0274575;245035;400,00;Успешная транзакция снятия денег
2898389359;2026-08-08 16:59:11.305;E0274575;245035;400,00;Успешная транзакция снятия денег
2898408522;2026-08-08 17:04:23.609;E0274577;245015;400,00;Успешная транзакция снятия денег
2898434957;2026-08-08 17:11:34.228;E0274567;225703;400,00;Успешная транзакция снятия денег
2898441459;2026-08-08 17:13:21.533;E0274578;265732;400,00;Успешная транзакция снятия денег
2898441535;2026-08-08 17:13:22.814;E0274579;265792;400,00;Успешная транзакция снятия денег
2898463247;2026-08-08 17:19:19.887;E0274579;265792;400,00;Успешная транзакция снятия денег
2898474087;2026-08-08 17:22:18.828;E0274561;225784;400,00;Успешная транзакция снятия денег
2898485835;2026-08-08 17:25:34.531;E0274571;225745;400,00;Успешная транзакция снятия денег
2898487577;2026-08-08 17:26:04.628;E0274566;265772;400,00;Успешная транзакция снятия денег
2898508868;2026-08-08 17:31:49.849;E0274578;265732;400,00;Неуспешная транзакция снятия денег
2898510787;2026-08-08 17:32:22.945;E0274578;265732;400,00;Успешная транзакция снятия денег
2898515131;2026-08-08 17:33:34.166;E0274561;225784;400,00;Успешная транзакция снятия денег
2898530638;2026-08-08 17:37:50.544;E0274561;225784;400,00;Успешная транзакция снятия денег
2898544509;2026-08-08 17:41:31.912;E0274561;225784;400,00;Успешная транзакция снятия денег
2898545227;2026-08-08 17:41:44.107;E0274571;225745;400,00;Успешная транзакция снятия денег
2898549000;2026-08-08 17:42:46.230;E0274575;245035;400,00;Успешная транзакция снятия денег
2898562216;2026-08-08 17:46:25.028;E0274575;245035;400,00;Успешная транзакция снятия денег
2898568527;2026-08-08 17:48:06.907;E0274561;225784;400,00;Неуспешная транзакция снятия денег
2898572946;2026-08-08 17:49:21.196;E0274561;225784;400,00;Успешная транзакция снятия денег
2898577501;2026-08-08 17:50:37.485;;225745;400,00;Успешная транзакция снятия денег
2898599403;2026-08-08 17:56:44.752;E0274561;225784;400,00;Успешная транзакция снятия денег
2898608171;2026-08-08 17:59:11.017;E0274573;245024;400,00;Успешная транзакция снятия денег
2898625838;2026-08-08 18:03:58.285;E0274573;245024;400,00;Успешная транзакция снятия денег
2898649860;2026-08-08 18:10:26.451;;225745;400,00;Успешная транзакция снятия денег
2898650179;2026-08-08 18:10:30.927;E0274562;225704;400,00;Успешная транзакция снятия денег
2898687545;2026-08-08 18:20:39.840;E0274571;225745;400,00;Успешная транзакция снятия денег
2898701538;2026-08-08 18:24:26.569;E0274563;225754;400,00;Успешная транзакция снятия денег
2898708741;2026-08-08 18:26:21.496;E0274577;245015;400,00;Успешная транзакция снятия денег
2898711946;2026-08-08 18:27:17.257;E0274578;265732;400,00;Успешная транзакция снятия денег
2898722867;2026-08-08 18:30:17.250;E0274581;265763;400,00;Успешная транзакция снятия денег
2898745824;2026-08-08 18:36:23.523;E0274563;225754;400,00;Успешная транзакция снятия денег
2898761204;2026-08-08 18:40:36.298;E0274577;245015;400,00;Успешная транзакция снятия денег
2898767030;2026-08-08 18:42:11.042;E0274575;245035;400,00;Успешная транзакция снятия денег
2898790264;2026-08-08 18:48:37.947;E0274577;245015;400,00;Успешная транзакция снятия денег
2898806543;2026-08-08 18:53:07.654;E0274570;225764;400,00;Успешная транзакция снятия денег
2898814214;2026-08-08 18:55:13.922;E0274572;245005;400,00;Успешная транзакция снятия денег
2898815340;2026-08-08 18:55:32.859;;245035;400,00;Успешная транзакция снятия денег
2898822249;2026-08-08 18:57:28.201;E0274571;225745;400,00;Успешная транзакция снятия денег
2898828831;2026-08-08 18:59:16.021;E0274562;225704;400,00;Успешная транзакция снятия денег
2898831854;2026-08-08 19:00:06.014;E0274577;245015;400,00;Успешная транзакция снятия денег
2898836891;2026-08-08 19:01:29.443;;245024;400,00;Успешная транзакция снятия денег
2898840171;2026-08-08 19:02:25.425;E0274572;245005;400,00;Успешная транзакция снятия денег
2898864153;2026-08-08 19:08:55.513;E0274569;225733;400,00;Успешная транзакция снятия денег
2898879771;2026-08-08 19:13:11.671;E0274561;225784;400,00;Успешная транзакция снятия денег
2898883471;2026-08-08 19:14:13.894;E0274569;225733;400,00;Успешная транзакция снятия денег
2898897925;2026-08-08 19:18:14.175;E0274569;225733;400,00;Успешная транзакция снятия денег
2898899899;2026-08-08 19:18:47.611;E0274577;245015;400,00;Успешная транзакция снятия денег
2898902400;2026-08-08 19:19:26.996;E0274561;225784;400,00;Успешная транзакция снятия денег
2898927982;2026-08-08 19:26:29.217;E0274577;245015;400,00;Успешная транзакция снятия денег
2898940510;2026-08-08 19:29:56.884;E0274569;225733;400,00;Успешная транзакция снятия денег
2898946672;2026-08-08 19:31:41.623;E0274561;225784;400,00;Успешная транзакция снятия денег
2898954966;2026-08-08 19:33:55.103;E0274569;225733;400,00;Успешная транзакция снятия денег
2898955295;2026-08-08 19:34:00.745;E0274579;265792;400,00;Успешная транзакция снятия денег
2898958643;2026-08-08 19:34:54.919;E0274579;265792;400,00;Успешная транзакция снятия денег
2898959274;2026-08-08 19:35:04.413;E0274562;225704;400,00;Успешная транзакция снятия денег
2898964571;2026-08-08 19:36:31.730;E0274561;225784;400,00;Успешная транзакция снятия денег
2898967881;2026-08-08 19:37:25.322;E0274575;245035;400,00;Успешная транзакция снятия денег
2898978544;2026-08-08 19:40:25.031;;225704;400,00;Успешная транзакция снятия денег
2898979120;2026-08-08 19:40:33.545;E0274572;245005;400,00;Успешная транзакция снятия денег
2898987610;2026-08-08 19:42:54.847;E0274569;225733;400,00;Успешная транзакция снятия денег
2898995048;2026-08-08 19:44:56.995;E0274575;245035;400,00;Успешная транзакция снятия денег
2899002055;2026-08-08 19:46:54.063;E0274572;245005;400,00;Успешная транзакция снятия денег
2899030645;2026-08-08 19:54:50.293;E0274561;225784;400,00;Успешная транзакция снятия денег
2899037028;2026-08-08 19:56:38.445;E0274563;225754;400,00;Неуспешная транзакция снятия денег
2899037984;2026-08-08 19:56:55.205;E0274563;225754;400,00;Успешная транзакция снятия денег
2899077124;2026-08-08 20:08:03.155;E0274572;245005;400,00;Успешная транзакция снятия денег
2899078509;2026-08-08 20:08:26.252;E0274561;225784;400,00;Успешная транзакция снятия денег
2899078761;2026-08-08 20:08:30.506;E0274570;225764;400,00;Успешная транзакция снятия денег
2899089413;2026-08-08 20:11:35.137;E0274570;225764;400,00;Успешная транзакция снятия денег
2899104239;2026-08-08 20:15:54.239;E0274561;225784;400,00;Успешная транзакция снятия денег
2899118563;2026-08-08 20:20:11.967;E0274575;245035;400,00;Успешная транзакция снятия денег
2899125734;2026-08-08 20:22:22.482;E0274581;265763;400,00;Успешная транзакция снятия денег
2899125917;2026-08-08 20:22:27.176;E0274572;245005;400,00;Успешная транзакция снятия денег
2899134874;2026-08-08 20:25:08.626;E0274567;225703;400,00;Успешная транзакция снятия денег
2899175882;2026-08-08 20:37:30.397;E0274575;245035;400,00;Успешная транзакция снятия денег
2899179645;2026-08-08 20:38:41.640;E0274570;225764;400,00;Успешная транзакция снятия денег
2899184477;2026-08-08 20:40:09.921;E0274578;265732;400,00;Успешная транзакция снятия денег
2899221818;2026-08-08 20:52:11.413;E0274561;225784;400,00;Успешная транзакция снятия денег
2899229828;2026-08-08 20:54:49.368;E0274577;245015;400,00;Успешная транзакция снятия денег
2899230951;2026-08-08 20:55:11.521;E0274575;245035;400,00;Неуспешная транзакция снятия денег
2899232058;2026-08-08 20:55:34.349;E0274575;245035;400,00;Неуспешная транзакция снятия денег
2899236297;2026-08-08 20:56:59.372;;245035;400,00;Успешная транзакция снятия денег
2899256719;2026-08-08 21:04:01.163;E0274581;265763;400,00;Успешная транзакция снятия денег
2899266864;2026-08-08 21:07:32.369;E0274575;245035;400,00;Успешная транзакция снятия денег
2899272126;2026-08-08 21:09:21.553;E0274579;265792;400,00;Успешная транзакция снятия денег
2899285312;2026-08-08 21:14:10.800;E0274578;265732;400,00;Успешная транзакция снятия денег
2899304831;2026-08-08 21:21:42.533;E0274579;265792;400,00;Успешная транзакция снятия денег
2899316453;2026-08-08 21:26:16.627;E0274575;245035;400,00;Успешная транзакция снятия денег
2899345005;2026-08-08 21:38:15.559;E0274577;245015;400,00;Успешная транзакция снятия денег
2899350365;2026-08-08 21:40:34.277;E0274579;265792;400,00;Успешная транзакция снятия денег
2899356546;2026-08-08 21:43:20.297;E0274563;225754;400,00;Успешная транзакция снятия денег
2899361325;2026-08-08 21:45:34.965;E0274572;245005;400,00;Успешная транзакция снятия денег
2899361484;2026-08-08 21:45:39.426;E0274561;225784;400,00;Успешная транзакция снятия денег
2899383646;2026-08-08 21:56:09.654;E0274581;265763;400,00;Успешная транзакция снятия денег
2899423881;2026-08-08 22:19:55.980;E0274572;245005;400,00;Успешная транзакция снятия денег
2899438151;2026-08-08 22:29:41.964;E0274572;245005;400,00;Успешная транзакция снятия денег
2899453876;2026-08-08 22:41:32.288;E0274567;225703;400,00;Успешная транзакция снятия денег
2899465547;2026-08-08 22:50:38.753;E0274579;265792;400,00;Успешная транзакция снятия денег
2899469960;2026-08-08 22:54:21.491;E0274579;265792;400,00;Успешная транзакция снятия денег
2899485066;2026-08-08 23:08:45.723;E0274579;265792;400,00;Успешная транзакция снятия денег
2899497642;2026-08-08 23:22:49.394;E0274563;225754;400,00;Успешная транзакция снятия денег
2899515549;2026-08-08 23:45:26.651;E0274570;225764;400,00;Успешная транзакция снятия денег
2899531464;2026-08-09 00:09:01.128;E0274563;225754;400,00;Успешная транзакция снятия денег
2899589877;2026-08-09 02:27:59.123;E0274573;245024;400,00;Успешная транзакция снятия денег
